0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,-1.1868,1.838,0.267099,0,0,0
8,-3.1797,4.882,0.429112,0,0,0
9,-5.7826,8.817,0.528235,0,0,0
10,-8.9295,13.537,0.626612,0,0,0
11,-12.5224,18.989,0.702709,0,0,0
12,-16.4841,25.137,0.682479,0,0,0
13,-20.5911,31.657,0.61225,0,0,0
14,-24.8868,38.46,0.497069,0,0,0
15,-29.1409,45.158,0.370324,0,0,0
16,-33.1982,51.545,0.255261,0,0,0
17,-37.0458,57.687,0.171744,0,0,0
18,-40.8632,63.867,0.0655456,0,0,0
19,-44.6607,70.095,0.0767271,0,0,0
20,-48.4527,76.425,0.0243321,0,0,0
21,-52.2677,83.038,0.00925473,0,0,0
22,-56.1434,90.048,-0.00824262,0,0,0
23,-60.0516,97.507,-0.016651,0,0,0
24,-63.938,105.281,0.028826,0,0,0
25,-67.6982,113.08,-0.00151134,0,0,0
26,-71.48,121.154,-0.0240657,0,0,0
27,-75.2628,129.235,-0.0220288,0,0,0
28,-78.9866,137.153,-0.017647,0,0,0
29,-82.5639,144.702,-0.0534291,0,0,0
30,-85.973,151.866,-0.0580413,0,0,0
31,-89.3564,158.945,0.00968949,0,0,0
32,-92.8262,166.228,0.00868677,0,0,0
33,-96.3192,173.619,0.00730986,0,0,0
34,-99.8636,181.117,0.00707909,0,0,0
35,-103.262,188.317,0.00723411,0,0,0
36,-106.506,195.203,0.0392207,0,0,0
37,-109.759,202.138,-0.00724723,0,0,0
38,-113.061,209.174,8.967e-05,0,0,0
39,-116.415,216.297,-0.017136,0,0,0
40,-119.694,223.218,-0.0382542,0,0,0
41,-122.875,229.833,-0.0737707,0,0,0
42,-125.935,236.158,-0.0747124,0,0,0
43,-129.079,242.647,-0.0562498,0,0,0
44,-132.343,249.191,-0.0356169,0,0,0
45,-135.772,255.781,-0.0437246,0,0,0
46,-139.393,262.487,-0.0536489,0,0,0
47,-143.124,269.079,-0.0537917,0,0,0
48,-146.807,275.334,-0.0495744,0,0,0
49,-150.467,281.553,-0.0785181,0,0,0
50,-154.199,287.902,-0.0041885,0,0,0
51,-158.163,294.488,-0.035559,0,0,0
52,-162.314,301.165,-0.00197633,0,0,0
53,-166.623,308.008,0.0118106,0,0,0
54,-170.995,314.889,0.00458504,0,0,0
55,-175.617,322.15,-0.00352288,0,0,0
56,-180.227,329.336,0.0726602,0,0,0
57,-185.132,336.816,-0.0249406,0,0,0
58,-190.023,344.17,-0.035519,0,0,0
59,-194.755,351.15,-0.0424154,0,0,0
60,-199.527,357.939,-0.00960788,0,0,0
61,-204.399,364.643,-0.0107321,0,0,0
62,-209.43,371.398,-0.044989,0,0,0
63,-214.513,377.989,-0.0208982,0,0,0
64,-219.411,384.129,-0.00748011,0,0,0
65,-224.118,389.846,-0.00355258,0,0,0
66,-228.986,395.585,-0.00186982,0,0,0
67,-234.013,401.34,-0.00144684,0,0,0
68,-239.124,407.011,-0.0139343,0,0,0
69,-244.031,412.294,0.0493784,0,0,0
70,-249.096,417.599,-0.0308555,0,0,0
71,-254.274,422.926,0.00578247,0,0,0
72,-259.556,428.288,0.0204107,0,0,0
73,-265.151,433.8,0.0190557,0,0,0
74,-270.912,439.36,0.00127692,0,0,0
75,-276.551,444.651,-0.0315972,0,0,0
76,-282,449.555,-0.0270864,0,0,0
77,-287.277,454.123,0.0320864,0,0,0
78,-292.425,458.48,-0.00437845,0,0,0
79,-297.289,462.565,0.0346107,0,0,0
80,-301.21,466.176,0.0422505,0,0,0
81,-303.817,469.669,0.0297022,0,0,0
82,-305.046,473.396,0.0248384,0,0,0
83,-304.478,477.193,-0.0526984,0,0,0
84,-301.815,480.569,-0.118059,0,0,0
85,-297.807,483.484,-0.0682489,0,0,0
86,-293.103,486.482,-0.0780624,0,0,0
87,-287.949,489.739,-0.0585448,0,0,0
88,-282.342,493.275,-0.0473985,0,0,0
89,-276.282,497.049,-0.0289789,0,0,0
90,-269.891,501.066,0.0230363,0,0,0
91,-263.158,505.332,0.0428521,0,0,0
92,-256.332,509.638,0.0274121,0,0,0
93,-249.808,513.745,-0.0127553,0,0,0
94,-244.25,517.266,-0.0434342,0,0,0
95,-239.339,520.378,-0.0246549,0,0,0
96,-234.423,523.502,-0.032436,0,0,0
97,-229.118,526.84,-0.0124648,0,0,0
98,-223.508,530.343,-0.00736529,0,0,0
99,-218.176,533.682,-0.0322865,0,0,0
100,-213.037,536.929,0.0315396,0,0,0
101,-208.058,540.071,-0.0102238,0,0,0
102,-203.012,543.202,0.0139187,0,0,0
103,-197.966,546.322,0.0448591,0,0,0
104,-192.844,549.484,-0.0470033,0,0,0
105,-187.697,552.571,-0.072312,0,0,0
106,-182.568,555.271,-0.0911397,0,0,0
107,-177.085,557.11,-0.0504551,0,0,0
108,-171.413,557.731,0.00781169,0,0,0
109,-165.663,556.937,0.0518346,0,0,0
110,-159.883,554.673,0.0777532,0,0,0
111,-154.494,551.183,0.0425427,0,0,0
112,-149.641,546.985,-0.0148489,0,0,0
113,-144.901,542.514,-0.0561771,0,0,0
114,-139.934,537.949,-0.0286272,0,0,0
115,-134.501,533.095,-0.0171775,0,0,0
116,-128.819,528.068,-0.00411586,0,0,0
117,-122.848,522.765,-0.0256628,0,0,0
118,-116.76,517.344,-0.0592518,0,0,0
119,-110.496,511.887,-0.0809592,0,0,0
120,-103.951,506.564,-0.0652119,0,0,0
121,-97.1069,501.509,-0.0713931,0,0,0
122,-89.9672,496.723,-0.0748122,0,0,0
123,-82.5814,492.146,-0.057497,0,0,0
124,-74.9489,487.837,-0.0518025,0,0,0
125,-67.0449,483.838,-0.0123494,0,0,0
